score	action	description	validity_rate	avg_relevance	exp_seconds	prompt
0.7844388092819014	keep	Remove redundant role instruction	0.9868421052631579	0.79489799340566	83.275678821	Given a topic, output exactly five related search queries as a JSON array of strings. Output ONLY the JSON.
0.7101229798636938	discard	Add example JSON array format	0.9210526315789473	0.7709906638520104	80.43184722	"Given a topic, output ONLY this JSON array with exactly five related search queries: [""query1"", ""query2"", ""query3"", ""query4"", ""query5""]"
0.7849452816342053	keep	Add 'No other text' to enforce strict output	1.0	0.7849452816342053	82.166401965	"Given a topic, output ONLY this JSON array with exactly five related search queries: [""query1"", ""query2"", ""query3"", ""query4"", ""query5""]. No other text."
0.7812276628456618	discard	Uppercase QUERY placeholders	1.0	0.7812276628456618	82.172608295	"Given a topic, output ONLY this JSON array with exactly five related search queries: [""QUERY1"", ""QUERY2"", ""QUERY3"", ""QUERY4"", ""QUERY5""]. No other text."
0.784854985146146	discard	Lowercase query placeholders	1.0	0.784854985146146	83.718490603	"Given a topic, output ONLY this JSON array with exactly five related search queries: [""query1"", ""query2"", ""query3"", ""query4"", ""query5""]. No other text."
0.3765103876982865	discard	Delete redundant 'with exactly five related...' phrase	0.9078947368421053	0.41470709369666336	68.528852615	"Given a topic, output ONLY this JSON array: [""query1"", ""query2"", ""query3"", ""query4"", ""query5""]. No other text."
0.7941930788128	keep	Add 'exactly 5 relevant queries'	1.0	0.7941930788128	83.704036445	"Given a topic, output ONLY this JSON array of exactly 5 relevant search queries: [""query1"", ""query2"", ""query3"", ""query4"", ""query5""]. No other text."
0.7834757082556424	discard	Add 'distinct' to boost query diversity	1.0	0.7834757082556424	82.420129023	"Given a topic, output ONLY this JSON array of exactly 5 distinct relevant search queries: [""query1"", ""query2"", ""query3"", ""query4"", ""query5""]. No other text."
0.7821036506640283	discard	Remove example placeholders	1.0	0.7821036506640283	77.777624443	Given a topic, output ONLY a JSON array of exactly 5 distinct relevant search queries. No other text.
0.7259479867784601	discard	Add JSON array format example	0.9605263157894737	0.7557814656871639	80.631360224	"Given a topic, output ONLY a JSON array like [""q1"",""q2"",""q3"",""q4"",""q5""] of exactly 5 distinct relevant search queries. No other text."
0.7053487238915344	discard	Add 'valid' before JSON array	0.9342105263157895	0.7550211692360086	81.644688518	"Given a topic, output ONLY a valid JSON array like [""q1"",""q2"",""q3"",""q4"",""q5""] of exactly 5 distinct relevant search queries. No other text."
0.7708255425095558	discard	Remove example to simplify prompt	1.0	0.7708255425095558	90.266314506	Given a topic, output ONLY a valid JSON array of exactly 5 distinct relevant search queries. No other text.
0.7708255425095558	discard	Add 'valid JSON array of exactly'	1.0	0.7708255425095558	90.865334414	Given a topic, output ONLY a valid JSON array of exactly 5 distinct relevant search queries. No other text.
0.6587017244414279	discard	Add explicit JSON array format example	0.8552631578947368	0.770174323962285	77.149865096	"Given a topic, output ONLY this JSON format: [""query1"",""query2"",""query3"",""query4"",""query5""] with exactly 5 distinct relevant search queries. No other text."
0.7313802908909948	discard	Add 'valid JSON' emphasis	0.9473684210526315	0.7720125292738279	80.017716724	"Given a topic, output ONLY this valid JSON format: [""query1"",""query2"",""query3"",""query4"",""query5""] with exactly 5 distinct relevant search queries. No other text."
0.7496666171833088	discard	Add no markdown/code blocks rule	0.9605263157894737	0.7804748343278284	79.933156028	"Given a topic, output ONLY this valid JSON format: [""query1"",""query2"",""query3"",""query4"",""query5""] with exactly 5 distinct relevant search queries. No other text, no markdown, no code blocks."
0.7180001916069734	discard	Shorten prompt remove redundancies	1.0	0.7180001916069734	79.602096721	"Output ONLY: [""query1"",""query2"",""query3"",""query4"",""query5""] with exactly 5 distinct relevant search queries. No other text."
0.7825901087177427	discard	Add 'JSON array'; remove example	1.0	0.7825901087177427	84.41472161	Output ONLY a JSON array of exactly 5 distinct relevant search queries. No other text.
0.7441302441452678	discard	Specify exact JSON array format visually	1.0	0.7441302441452678	84.736912353	"Output ONLY exactly this JSON: [""query1"",""query2"",""query3"",""query4"",""query5""] with 5 distinct relevant search queries. No other text."
0.7469824198045228	discard	Use generic placeholders like 'query 1'	0.9868421052631579	0.7569421854019165	83.191821171	"Output ONLY exactly this JSON: [""query 1"",""query 2"",""query 3"",""query 4"",""query 5""] with 5 distinct relevant search queries. No other text."
0.7573472288094069	discard	Add 'exactly 5' and 'for topic'	0.9868421052631579	0.767445191860199	82.168363735	"Output ONLY exactly this JSON: [""query 1"",""query 2"",""query 3"",""query 4"",""query 5""] with exactly 5 distinct relevant search queries for the topic. No other text."
0.7168176478461216	discard	Shorten example to q1-q5 placeholders	0.9605263157894737	0.7462759073466471	84.518195219	"Output ONLY exactly this JSON: [""q1"",""q2"",""q3"",""q4"",""q5""] with exactly 5 distinct relevant search queries for the topic. No other text."
0.7502633718283553	discard	Add 'valid JSON array' emphasis	1.0	0.7502633718283553	91.98856578	"Output ONLY exactly this valid JSON array of 5 distinct relevant search queries for the topic: [""q1"",""q2"",""q3"",""q4"",""q5""]. No other text."
0.7432035493223291	discard	Shorten, lead with exact format	0.9736842105263158	0.7632901317364461	81.057012178	"Output only: [""q1"",""q2"",""q3"",""q4"",""q5""] – 5 distinct relevant search queries for the topic. No other text."
0.7861557541709198	discard	Descriptive placeholders instead of q1-q5	1.0	0.7861557541709198	81.338490729	"Output only: [""query1"",""query2"",""query3"",""query4"",""query5""] – 5 distinct relevant search queries for the topic. No other text."
0.759174381745489	discard	Simplify: JSON array instr. no example	1.0	0.759174381745489	92.425674597	Output only a valid JSON array of 5 distinct relevant search queries for the topic. No other text.
0.7591315873359379	discard	Append e.g. minimal JSON array example	0.9868421052631579	0.7692533418337504	85.643846397	"Output only a valid JSON array of 5 distinct relevant search queries for the topic, e.g. [""ex1"", ""ex2"", ""ex3"", ""ex4"", ""ex5""]. No other text."
0.7726884736826546	discard	Add 'exactly 5' for precise count	1.0	0.7726884736826546	85.23587418	"Output only a valid JSON array of exactly 5 distinct relevant search queries for the topic, e.g. [""ex1"", ""ex2"", ""ex3"", ""ex4"", ""ex5""]. No other text."
0.7682771082771452	discard	Remove example for simplicity	1.0	0.7682771082771452	90.373118615	Output only a valid JSON array of exactly 5 distinct relevant search queries for the topic. No other text.
0.6719131861078111	discard	Add explicit JSON array format	0.881578947368421	0.7621701812566216	77.246587849	"Output only this exact format with 5 distinct relevant search queries for the topic: [""query1"",""query2"",""query3"",""query4"",""query5""]. No other text."
0.6180461619245379	discard	Specify 'exactly 5' queries	0.8157894736842105	0.7576049726816916	75.366194937	"Output only this exact format with exactly 5 distinct relevant search queries for the topic: [""query1"",""query2"",""query3"",""query4"",""query5""]. No other text."
0.7737017407229072	discard	Add 'JSON array' to format instruction	0.9868421052631579	0.784017763932546	82.278121386	"Output only this exact JSON array format with exactly 5 distinct relevant search queries for the topic: [""query1"",""query2"",""query3"",""query4"",""query5""]. No other text."
0.0	discard	Shorten by deleting redundant format phrase	0.0	0.0	52.531163894	"Output only exactly 5 distinct relevant search queries for the topic: [""query1"",""query2"",""query3"",""query4"",""query5""]. No other text."
0.7548556951315779	discard	Add 'valid JSON array of exactly 5'	1.0	0.7548556951315779	86.06109531	Output a valid JSON array of exactly 5 distinct relevant search queries for the topic. No other text.
0.7469034739230809	discard	Add example JSON array format	1.0	0.7469034739230809	90.352760539	"Output a valid JSON array of exactly 5 distinct relevant search queries for the topic like [""q1"",""q2"",""q3"",""q4"",""q5""]. No other text."
0.7401317528988186	discard	Replace 'like' with colon for precise format	1.0	0.7401317528988186	90.962869172	"Output a valid JSON array of exactly 5 distinct relevant search queries for the topic: [""q1"",""q2"",""q3"",""q4"",""q5""]. No other text."
0.7905362328416423	discard	Add output JSON example	1.0	0.7905362328416423	78.170070837	"Output a valid JSON array of exactly 5 distinct relevant search queries for the topic: [""q1"",""q2"",""q3"",""q4"",""q5""]. Example: [""q1 basics"",""best q2"",""q3 guide"",""q4 tips"",""q5 advanced""]. No other text."
